order_item_id,order_id,product_id,quantity,unit_price,unit_cost,discount_amount,line_total,line_profit
ITEM-0023751,ORD-012399,PROD-0092,2,696.36,329.11,0.0,1392.72,734.5
ITEM-0023752,ORD-012399,PROD-0178,3,754.53,269.93,0.0,2263.59,1453.8
ITEM-0023753,ORD-012400,PROD-0100,3,183.65,80.83,18.36,495.87,253.38
ITEM-0023754,ORD-012400,PROD-0096,2,34.47,16.8,3.45,62.04,28.44
ITEM-0023755,ORD-012400,PROD-0122,3,57.35,21.1,5.74,154.83,91.53
ITEM-0023756,ORD-012401,PROD-0184,1,446.69,209.89,0.0,446.69,236.8
ITEM-0023757,ORD-012401,PROD-0008,1,257.48,142.33,0.0,257.48,115.15
ITEM-0023758,ORD-012401,PROD-0033,3,162.42,81.27,0.0,487.26,243.45
ITEM-0023759,ORD-012402,PROD-0062,3,743.37,422.1,0.0,2230.11,963.81
ITEM-0023760,ORD-012402,PROD-0022,1,598.01,333.47,0.0,598.01,264.54
ITEM-0023761,ORD-012402,PROD-0102,1,58.26,24.11,0.0,58.26,34.15
ITEM-0023762,ORD-012403,PROD-0041,2,324.57,122.27,0.0,649.14,404.6
ITEM-0023763,ORD-012404,PROD-0139,3,157.34,77.59,0.0,472.02,239.25
ITEM-0023764,ORD-012404,PROD-0057,1,60.69,27.25,0.0,60.69,33.44
ITEM-0023765,ORD-012405,PROD-0173,2,178.09,70.26,0.0,356.18,215.66
ITEM-0023766,ORD-012406,PROD-0048,2,88.58,42.26,0.0,177.16,92.64
ITEM-0023767,ORD-012406,PROD-0160,3,279.78,101.48,0.0,839.34,534.9
ITEM-0023768,ORD-012407,PROD-0137,2,166.68,109.1,0.0,333.36,115.16
ITEM-0023769,ORD-012407,PROD-0169,2,202.66,124.51,0.0,405.32,156.3
ITEM-0023770,ORD-012408,PROD-0059,3,513.82,312.52,0.0,1541.46,603.9
ITEM-0023771,ORD-012409,PROD-0028,3,178.41,95.75,0.0,535.23,247.98
ITEM-0023772,ORD-012410,PROD-0179,1,569.07,209.01,28.45,540.62,331.61
ITEM-0023773,ORD-012410,PROD-0045,1,43.56,23.26,2.18,41.38,18.12
ITEM-0023774,ORD-012411,PROD-0063,1,857.26,393.73,0.0,857.26,463.53
ITEM-0023775,ORD-012411,PROD-0087,2,317.87,206.94,0.0,635.74,221.86
ITEM-0023776,ORD-012411,PROD-0199,2,500.93,242.75,0.0,1001.86,516.36
ITEM-0023777,ORD-012411,PROD-0142,3,91.44,61.76,0.0,274.32,89.04
ITEM-0023778,ORD-012412,PROD-0175,1,450.55,174.7,0.0,450.55,275.85
ITEM-0023779,ORD-012413,PROD-0092,2,696.36,329.11,0.0,1392.72,734.5
ITEM-0023780,ORD-012414,PROD-0035,1,108.28,51.27,5.41,102.87,51.6
ITEM-0023781,ORD-012415,PROD-0197,2,64.18,39.8,9.63,109.1,29.5
ITEM-0023782,ORD-012416,PROD-0195,3,253.09,136.05,0.0,759.27,351.12
ITEM-0023783,ORD-012416,PROD-0013,3,441.97,287.6,0.0,1325.91,463.11
ITEM-0023784,ORD-012416,PROD-0139,1,157.34,77.59,0.0,157.34,79.75
ITEM-0023785,ORD-012417,PROD-0170,1,406.1,148.77,60.91,345.19,196.42
ITEM-0023786,ORD-012418,PROD-0018,3,1904.94,701.56,0.0,5714.82,3610.14
ITEM-0023787,ORD-012418,PROD-0152,3,254.38,163.52,0.0,763.14,272.58
ITEM-0023788,ORD-012419,PROD-0119,1,12.67,5.51,0.0,12.67,7.16
ITEM-0023789,ORD-012420,PROD-0158,2,255.14,174.7,0.0,510.28,160.88
ITEM-0023790,ORD-012420,PROD-0122,1,57.35,21.1,0.0,57.35,36.25
ITEM-0023791,ORD-012420,PROD-0087,1,317.87,206.94,0.0,317.87,110.93
ITEM-0023792,ORD-012421,PROD-0006,3,330.42,180.96,33.04,892.14,349.26
ITEM-0023793,ORD-012422,PROD-0126,2,107.32,41.55,0.0,214.64,131.54
ITEM-0023794,ORD-012422,PROD-0197,2,64.18,39.8,0.0,128.36,48.76
ITEM-0023795,ORD-012423,PROD-0082,3,193.03,135.78,0.0,579.09,171.75
ITEM-0023796,ORD-012424,PROD-0141,1,240.5,95.99,36.08,204.42,108.43
ITEM-0023797,ORD-012424,PROD-0199,1,500.93,242.75,75.14,425.79,183.04
ITEM-0023798,ORD-012425,PROD-0005,1,1276.32,751.98,63.82,1212.5,460.52
ITEM-0023799,ORD-012425,PROD-0130,2,61.86,25.24,3.09,117.54,67.06
ITEM-0023800,ORD-012425,PROD-0095,2,210.91,137.71,10.55,400.72,125.3
ITEM-0023801,ORD-012425,PROD-0155,2,299.92,135.3,15.0,569.84,299.24
ITEM-0023802,ORD-012426,PROD-0176,1,256.96,129.73,12.85,244.11,114.38
ITEM-0023803,ORD-012426,PROD-0153,3,12.34,6.0,0.62,35.16,17.16
ITEM-0023804,ORD-012426,PROD-0124,3,8.45,5.48,0.42,24.09,7.65
ITEM-0023805,ORD-012426,PROD-0061,3,263.42,168.98,13.17,750.75,243.81
ITEM-0023806,ORD-012426,PROD-0094,1,760.2,287.3,38.01,722.19,434.89
ITEM-0023807,ORD-012427,PROD-0144,1,29.27,18.29,0.0,29.27,10.98
ITEM-0023808,ORD-012427,PROD-0134,3,141.65,91.72,0.0,424.95,149.79
ITEM-0023809,ORD-012427,PROD-0171,2,222.3,111.96,0.0,444.6,220.68
ITEM-0023810,ORD-012428,PROD-0036,3,82.73,41.9,0.0,248.19,122.49
ITEM-0023811,ORD-012428,PROD-0181,1,579.86,257.87,0.0,579.86,321.99
ITEM-0023812,ORD-012429,PROD-0072,1,272.93,113.86,0.0,272.93,159.07
ITEM-0023813,ORD-012429,PROD-0164,1,327.47,160.69,0.0,327.47,166.78
ITEM-0023814,ORD-012430,PROD-0076,1,250.97,90.86,0.0,250.97,160.11
ITEM-0023815,ORD-012430,PROD-0166,1,146.75,66.19,0.0,146.75,80.56
ITEM-0023816,ORD-012430,PROD-0028,2,178.41,95.75,0.0,356.82,165.32
ITEM-0023817,ORD-012430,PROD-0112,3,10.27,7.01,0.0,30.81,9.78
ITEM-0023818,ORD-012431,PROD-0123,2,92.64,34.73,4.63,176.02,106.56
ITEM-0023819,ORD-012432,PROD-0191,2,353.82,141.69,35.38,636.88,353.5
ITEM-0023820,ORD-012433,PROD-0034,3,31.1,21.54,0.0,93.3,28.68
ITEM-0023821,ORD-012433,PROD-0152,1,254.38,163.52,0.0,254.38,90.86
ITEM-0023822,ORD-012434,PROD-0165,1,87.86,52.82,8.79,79.07,26.25
ITEM-0023823,ORD-012435,PROD-0129,3,225.93,89.48,45.19,542.22,273.78
ITEM-0023824,ORD-012435,PROD-0177,1,54.51,20.88,10.9,43.61,22.73
ITEM-0023825,ORD-012436,PROD-0018,3,1904.94,701.56,0.0,5714.82,3610.14
ITEM-0023826,ORD-012437,PROD-0059,3,513.82,312.52,0.0,1541.46,603.9
ITEM-0023827,ORD-012437,PROD-0187,2,465.85,205.36,0.0,931.7,520.98
ITEM-0023828,ORD-012438,PROD-0192,2,443.84,170.23,0.0,887.68,547.22
ITEM-0023829,ORD-012439,PROD-0159,1,270.31,96.88,0.0,270.31,173.43
ITEM-0023830,ORD-012439,PROD-0069,2,415.71,294.23,0.0,831.42,242.96
ITEM-0023831,ORD-012440,PROD-0010,1,1052.31,472.02,0.0,1052.31,580.29
ITEM-0023832,ORD-012440,PROD-0086,2,548.14,202.22,0.0,1096.28,691.84
ITEM-0023833,ORD-012441,PROD-0059,2,513.82,312.52,0.0,1027.64,402.6
ITEM-0023834,ORD-012442,PROD-0091,2,740.3,292.13,37.02,1406.56,822.3
ITEM-0023835,ORD-012442,PROD-0119,1,12.67,5.51,0.63,12.04,6.53
ITEM-0023836,ORD-012442,PROD-0047,1,161.1,58.36,8.05,153.05,94.69
ITEM-0023837,ORD-012443,PROD-0033,3,162.42,81.27,0.0,487.26,243.45
ITEM-0023838,ORD-012444,PROD-0083,3,430.7,156.43,43.07,1162.89,693.6
ITEM-0023839,ORD-012445,PROD-0115,2,17.83,8.88,0.0,35.66,17.9
ITEM-0023840,ORD-012445,PROD-0074,2,948.75,408.83,0.0,1897.5,1079.84
ITEM-0023841,ORD-012445,PROD-0037,1,58.73,38.95,0.0,58.73,19.78
ITEM-0023842,ORD-012445,PROD-0052,1,664.45,239.02,0.0,664.45,425.43
ITEM-0023843,ORD-012446,PROD-0101,1,10.51,4.9,1.58,8.93,4.03
ITEM-0023844,ORD-012447,PROD-0114,2,13.39,6.41,0.0,26.78,13.96
ITEM-0023845,ORD-012447,PROD-0094,2,760.2,287.3,0.0,1520.4,945.8
ITEM-0023846,ORD-012447,PROD-0200,3,85.95,51.49,0.0,257.85,103.38
ITEM-0023847,ORD-012447,PROD-0177,3,54.51,20.88,0.0,163.53,100.89
ITEM-0023848,ORD-012447,PROD-0184,2,446.69,209.89,0.0,893.38,473.6
ITEM-0023849,ORD-012448,PROD-0130,1,61.86,25.24,12.37,49.49,24.25
ITEM-0023850,ORD-012449,PROD-0169,3,202.66,124.51,0.0,607.98,234.45
ITEM-0023851,ORD-012449,PROD-0006,3,330.42,180.96,0.0,991.26,448.38
ITEM-0023852,ORD-012450,PROD-0091,3,740.3,292.13,0.0,2220.9,1344.51
ITEM-0023853,ORD-012451,PROD-0082,2,193.03,135.78,19.3,347.46,75.9
ITEM-0023854,ORD-012451,PROD-0044,2,157.86,79.55,15.79,284.14,125.04
ITEM-0023855,ORD-012451,PROD-0010,3,1052.31,472.02,105.23,2841.24,1425.18
ITEM-0023856,ORD-012452,PROD-0167,2,487.98,175.49,24.4,927.16,576.18
ITEM-0023857,ORD-012453,PROD-0175,2,450.55,174.7,0.0,901.1,551.7
ITEM-0023858,ORD-012453,PROD-0066,1,417.62,172.83,0.0,417.62,244.79
ITEM-0023859,ORD-012453,PROD-0189,1,219.38,98.56,0.0,219.38,120.82
ITEM-0023860,ORD-012454,PROD-0182,3,415.31,183.33,0.0,1245.93,695.94
ITEM-0023861,ORD-012455,PROD-0025,1,62.17,24.46,9.33,52.84,28.38
ITEM-0023862,ORD-012455,PROD-0149,1,268.33,98.43,40.25,228.08,129.65
ITEM-0023863,ORD-012455,PROD-0117,2,35.26,15.49,5.29,59.94,28.96
ITEM-0023864,ORD-012455,PROD-0196,1,104.53,69.4,15.68,88.85,19.45
ITEM-0023865,ORD-012455,PROD-0128,3,193.98,85.06,29.1,494.64,239.46
ITEM-0023866,ORD-012456,PROD-0082,1,193.03,135.78,0.0,193.03,57.25
ITEM-0023867,ORD-012456,PROD-0120,3,60.87,22.41,0.0,182.61,115.38
ITEM-0023868,ORD-012456,PROD-0108,2,61.92,26.64,0.0,123.84,70.56
ITEM-0023869,ORD-012457,PROD-0004,1,918.1,642.56,0.0,918.1,275.54
ITEM-0023870,ORD-012457,PROD-0029,3,94.21,50.78,0.0,282.63,130.29
ITEM-0023871,ORD-012457,PROD-0020,3,281.0,192.03,0.0,843.0,266.91
ITEM-0023872,ORD-012457,PROD-0168,1,180.31,98.35,0.0,180.31,81.96
ITEM-0023873,ORD-012458,PROD-0003,1,184.71,70.7,0.0,184.71,114.01
ITEM-0023874,ORD-012458,PROD-0129,2,225.93,89.48,0.0,451.86,272.9
ITEM-0023875,ORD-012458,PROD-0094,2,760.2,287.3,0.0,1520.4,945.8
ITEM-0023876,ORD-012458,PROD-0039,2,254.69,97.21,0.0,509.38,314.96
ITEM-0023877,ORD-012459,PROD-0140,1,99.89,42.66,0.0,99.89,57.23
ITEM-0023878,ORD-012459,PROD-0018,3,1904.94,701.56,0.0,5714.82,3610.14
ITEM-0023879,ORD-012459,PROD-0147,3,130.44,86.16,0.0,391.32,132.84
ITEM-0023880,ORD-012459,PROD-0189,3,219.38,98.56,0.0,658.14,362.46
ITEM-0023881,ORD-012460,PROD-0074,2,948.75,408.83,47.44,1802.62,984.96
ITEM-0023882,ORD-012460,PROD-0099,1,104.92,49.23,5.25,99.67,50.44
ITEM-0023883,ORD-012460,PROD-0163,3,21.52,12.0,1.08,61.32,25.32
ITEM-0023884,ORD-012461,PROD-0081,3,926.79,338.8,0.0,2780.37,1763.97
ITEM-0023885,ORD-012462,PROD-0154,3,38.97,24.91,0.0,116.91,42.18
ITEM-0023886,ORD-012462,PROD-0079,1,177.26,73.51,0.0,177.26,103.75
ITEM-0023887,ORD-012463,PROD-0002,3,884.15,546.3,0.0,2652.45,1013.55
ITEM-0023888,ORD-012463,PROD-0037,3,58.73,38.95,0.0,176.19,59.34
ITEM-0023889,ORD-012464,PROD-0188,3,98.99,62.22,0.0,296.97,110.31
ITEM-0023890,ORD-012465,PROD-0017,3,830.39,500.6,0.0,2491.17,989.37
ITEM-0023891,ORD-012465,PROD-0186,2,178.64,112.52,0.0,357.28,132.24
ITEM-0023892,ORD-012466,PROD-0098,3,44.14,17.3,0.0,132.42,80.52
ITEM-0023893,ORD-012466,PROD-0019,1,1468.09,545.63,0.0,1468.09,922.46
ITEM-0023894,ORD-012467,PROD-0071,1,632.43,267.0,0.0,632.43,365.43
ITEM-0023895,ORD-012468,PROD-0161,2,272.47,114.77,0.0,544.94,315.4
ITEM-0023896,ORD-012468,PROD-0061,1,263.42,168.98,0.0,263.42,94.44
ITEM-0023897,ORD-012468,PROD-0183,2,84.2,35.98,0.0,168.4,96.44
ITEM-0023898,ORD-012468,PROD-0121,2,36.65,15.93,0.0,73.3,41.44
ITEM-0023899,ORD-012469,PROD-0006,1,330.42,180.96,0.0,330.42,149.46
ITEM-0023900,ORD-012469,PROD-0148,3,227.91,118.46,0.0,683.73,328.35
ITEM-0023901,ORD-012469,PROD-0026,2,275.21,110.98,0.0,550.42,328.46
ITEM-0023902,ORD-012470,PROD-0047,2,161.1,58.36,8.05,306.1,189.38
ITEM-0023903,ORD-012471,PROD-0095,2,210.91,137.71,0.0,421.82,146.4
ITEM-0023904,ORD-012472,PROD-0099,3,104.92,49.23,0.0,314.76,167.07
ITEM-0023905,ORD-012473,PROD-0152,3,254.38,163.52,0.0,763.14,272.58
ITEM-0023906,ORD-012474,PROD-0167,2,487.98,175.49,0.0,975.96,624.98
ITEM-0023907,ORD-012475,PROD-0095,1,210.91,137.71,21.09,189.82,52.11
ITEM-0023908,ORD-012476,PROD-0038,2,78.94,29.22,0.0,157.88,99.44
ITEM-0023909,ORD-012476,PROD-0081,1,926.79,338.8,0.0,926.79,587.99
ITEM-0023910,ORD-012477,PROD-0160,1,279.78,101.48,0.0,279.78,178.3
ITEM-0023911,ORD-012477,PROD-0110,3,46.23,23.26,0.0,138.69,68.91
ITEM-0023912,ORD-012478,PROD-0055,1,660.14,307.03,0.0,660.14,353.11
ITEM-0023913,ORD-012479,PROD-0173,2,178.09,70.26,8.9,338.38,197.86
ITEM-0023914,ORD-012479,PROD-0021,1,643.54,361.56,32.18,611.36,249.8
ITEM-0023915,ORD-012480,PROD-0127,3,177.0,98.63,0.0,531.0,235.11
ITEM-0023916,ORD-012480,PROD-0106,3,51.35,26.03,0.0,154.05,75.96
ITEM-0023917,ORD-012480,PROD-0030,1,258.42,97.81,0.0,258.42,160.61
ITEM-0023918,ORD-012481,PROD-0102,3,58.26,24.11,0.0,174.78,102.45
ITEM-0023919,ORD-012482,PROD-0127,1,177.0,98.63,0.0,177.0,78.37
ITEM-0023920,ORD-012483,PROD-0080,1,29.16,12.66,0.0,29.16,16.5
ITEM-0023921,ORD-012483,PROD-0023,2,362.29,143.59,0.0,724.58,437.4
ITEM-0023922,ORD-012484,PROD-0192,3,443.84,170.23,0.0,1331.52,820.83
ITEM-0023923,ORD-012485,PROD-0068,3,77.59,47.71,0.0,232.77,89.64
ITEM-0023924,ORD-012485,PROD-0133,3,207.44,103.69,0.0,622.32,311.25
ITEM-0023925,ORD-012486,PROD-0060,1,516.63,190.54,0.0,516.63,326.09
ITEM-0023926,ORD-012487,PROD-0026,2,275.21,110.98,0.0,550.42,328.46
ITEM-0023927,ORD-012487,PROD-0086,1,548.14,202.22,0.0,548.14,345.92
ITEM-0023928,ORD-012488,PROD-0118,1,72.66,31.29,0.0,72.66,41.37
ITEM-0023929,ORD-012489,PROD-0130,3,61.86,25.24,0.0,185.58,109.86
ITEM-0023930,ORD-012489,PROD-0022,3,598.01,333.47,0.0,1794.03,793.62
ITEM-0023931,ORD-012490,PROD-0184,3,446.69,209.89,0.0,1340.07,710.4
ITEM-0023932,ORD-012491,PROD-0092,1,696.36,329.11,0.0,696.36,367.25
ITEM-0023933,ORD-012492,PROD-0188,3,98.99,62.22,0.0,296.97,110.31
ITEM-0023934,ORD-012492,PROD-0036,1,82.73,41.9,0.0,82.73,40.83
ITEM-0023935,ORD-012493,PROD-0107,3,14.58,8.33,0.0,43.74,18.75
ITEM-0023936,ORD-012493,PROD-0016,3,1106.41,602.49,0.0,3319.23,1511.76
ITEM-0023937,ORD-012494,PROD-0102,1,58.26,24.11,11.65,46.61,22.5
ITEM-0023938,ORD-012494,PROD-0080,1,29.16,12.66,5.83,23.33,10.67
ITEM-0023939,ORD-012494,PROD-0065,3,989.99,433.0,198.0,2375.97,1076.97
ITEM-0023940,ORD-012494,PROD-0156,1,125.96,69.98,25.19,100.77,30.79
ITEM-0023941,ORD-012495,PROD-0009,3,1051.81,420.85,0.0,3155.43,1892.88
ITEM-0023942,ORD-012496,PROD-0012,2,2351.29,854.43,0.0,4702.58,2993.72
ITEM-0023943,ORD-012496,PROD-0058,2,33.51,15.83,0.0,67.02,35.36
ITEM-0023944,ORD-012497,PROD-0141,1,240.5,95.99,0.0,240.5,144.51
ITEM-0023945,ORD-012498,PROD-0157,2,119.15,43.35,5.96,226.38,139.68
ITEM-0023946,ORD-012499,PROD-0029,1,94.21,50.78,9.42,84.79,34.01
ITEM-0023947,ORD-012500,PROD-0011,3,908.06,554.12,0.0,2724.18,1061.82
ITEM-0023948,ORD-012501,PROD-0116,2,53.57,23.4,0.0,107.14,60.34
ITEM-0023949,ORD-012501,PROD-0160,2,279.78,101.48,0.0,559.56,356.6
ITEM-0023950,ORD-012501,PROD-0074,3,948.75,408.83,0.0,2846.25,1619.76
ITEM-0023951,ORD-012501,PROD-0067,1,1063.26,426.7,0.0,1063.26,636.56
ITEM-0023952,ORD-012501,PROD-0097,1,236.1,106.01,0.0,236.1,130.09
ITEM-0023953,ORD-012502,PROD-0115,2,17.83,8.88,0.0,35.66,17.9
ITEM-0023954,ORD-012502,PROD-0158,3,255.14,174.7,0.0,765.42,241.32
ITEM-0023955,ORD-012503,PROD-0094,1,760.2,287.3,0.0,760.2,472.9
ITEM-0023956,ORD-012504,PROD-0178,2,754.53,269.93,0.0,1509.06,969.2
ITEM-0023957,ORD-012504,PROD-0157,2,119.15,43.35,0.0,238.3,151.6
ITEM-0023958,ORD-012505,PROD-0112,3,10.27,7.01,0.0,30.81,9.78
ITEM-0023959,ORD-012505,PROD-0021,3,643.54,361.56,0.0,1930.62,845.94
ITEM-0023960,ORD-012505,PROD-0078,1,403.87,182.94,0.0,403.87,220.93
ITEM-0023961,ORD-012505,PROD-0126,1,107.32,41.55,0.0,107.32,65.77
ITEM-0023962,ORD-012505,PROD-0162,1,253.85,114.45,0.0,253.85,139.4
ITEM-0023963,ORD-012506,PROD-0120,2,60.87,22.41,12.17,97.4,52.58
ITEM-0023964,ORD-012507,PROD-0139,1,157.34,77.59,0.0,157.34,79.75
ITEM-0023965,ORD-012508,PROD-0023,2,362.29,143.59,0.0,724.58,437.4
ITEM-0023966,ORD-012508,PROD-0169,1,202.66,124.51,0.0,202.66,78.15
ITEM-0023967,ORD-012508,PROD-0077,1,734.34,321.57,0.0,734.34,412.77
ITEM-0023968,ORD-012509,PROD-0111,3,36.62,14.88,3.66,98.88,54.24
ITEM-0023969,ORD-012509,PROD-0198,3,289.88,175.19,28.99,782.67,257.1
ITEM-0023970,ORD-012509,PROD-0188,2,98.99,62.22,9.9,178.18,53.74
ITEM-0023971,ORD-012509,PROD-0148,1,227.91,118.46,22.79,205.12,86.66
ITEM-0023972,ORD-012509,PROD-0168,2,180.31,98.35,18.03,324.56,127.86
ITEM-0023973,ORD-012510,PROD-0001,2,953.45,349.12,0.0,1906.9,1208.66
ITEM-0023974,ORD-012510,PROD-0040,2,87.09,32.87,0.0,174.18,108.44
ITEM-0023975,ORD-012511,PROD-0064,3,186.93,122.15,0.0,560.79,194.34
ITEM-0023976,ORD-012512,PROD-0064,2,186.93,122.15,9.35,355.16,110.86
ITEM-0023977,ORD-012513,PROD-0003,1,184.71,70.7,18.47,166.24,95.54
ITEM-0023978,ORD-012513,PROD-0089,3,770.94,316.34,77.09,2081.55,1132.53
ITEM-0023979,ORD-012513,PROD-0043,1,322.48,123.79,32.25,290.23,166.44
ITEM-0023980,ORD-012513,PROD-0021,2,643.54,361.56,64.35,1158.38,435.26
ITEM-0023981,ORD-012514,PROD-0124,3,8.45,5.48,0.0,25.35,8.91
ITEM-0023982,ORD-012514,PROD-0145,1,117.19,76.02,0.0,117.19,41.17
ITEM-0023983,ORD-012515,PROD-0199,3,500.93,242.75,0.0,1502.79,774.54
ITEM-0023984,ORD-012516,PROD-0094,2,760.2,287.3,0.0,1520.4,945.8
ITEM-0023985,ORD-012517,PROD-0163,2,21.52,12.0,2.15,38.74,14.74
ITEM-0023986,ORD-012518,PROD-0140,3,99.89,42.66,0.0,299.67,171.69
ITEM-0023987,ORD-012518,PROD-0054,2,673.51,351.72,0.0,1347.02,643.58
ITEM-0023988,ORD-012518,PROD-0185,1,331.51,151.7,0.0,331.51,179.81
ITEM-0023989,ORD-012518,PROD-0040,2,87.09,32.87,0.0,174.18,108.44
ITEM-0023990,ORD-012518,PROD-0036,2,82.73,41.9,0.0,165.46,81.66
ITEM-0023991,ORD-012519,PROD-0003,3,184.71,70.7,0.0,554.13,342.03
ITEM-0023992,ORD-012520,PROD-0120,1,60.87,22.41,0.0,60.87,38.46
ITEM-0023993,ORD-012520,PROD-0164,2,327.47,160.69,0.0,654.94,333.56
ITEM-0023994,ORD-012521,PROD-0124,3,8.45,5.48,0.0,25.35,8.91
ITEM-0023995,ORD-012522,PROD-0116,1,53.57,23.4,0.0,53.57,30.17
ITEM-0023996,ORD-012522,PROD-0188,3,98.99,62.22,0.0,296.97,110.31
ITEM-0023997,ORD-012523,PROD-0074,3,948.75,408.83,0.0,2846.25,1619.76
ITEM-0023998,ORD-012524,PROD-0195,1,253.09,136.05,0.0,253.09,117.04
ITEM-0023999,ORD-012524,PROD-0132,3,176.9,94.24,0.0,530.7,247.98
ITEM-0024000,ORD-012524,PROD-0170,1,406.1,148.77,0.0,406.1,257.33
ITEM-0024001,ORD-012524,PROD-0033,3,162.42,81.27,0.0,487.26,243.45
ITEM-0024002,ORD-012525,PROD-0019,2,1468.09,545.63,0.0,2936.18,1844.92
ITEM-0024003,ORD-012526,PROD-0174,2,68.0,30.47,0.0,136.0,75.06
ITEM-0024004,ORD-012526,PROD-0035,2,108.28,51.27,0.0,216.56,114.02
ITEM-0024005,ORD-012526,PROD-0096,2,34.47,16.8,0.0,68.94,35.34
ITEM-0024006,ORD-012527,PROD-0127,1,177.0,98.63,35.4,141.6,42.97
ITEM-0024007,ORD-012527,PROD-0190,1,323.87,121.49,64.77,259.1,137.61
ITEM-0024008,ORD-012528,PROD-0009,3,1051.81,420.85,52.59,2997.66,1735.11
ITEM-0024009,ORD-012529,PROD-0041,3,324.57,122.27,16.23,925.02,558.21
ITEM-0024010,ORD-012529,PROD-0099,3,104.92,49.23,5.25,299.01,151.32
ITEM-0024011,ORD-012529,PROD-0091,2,740.3,292.13,37.02,1406.56,822.3
ITEM-0024012,ORD-012529,PROD-0144,1,29.27,18.29,1.46,27.81,9.52
ITEM-0024013,ORD-012530,PROD-0006,3,330.42,180.96,0.0,991.26,448.38
ITEM-0024014,ORD-012530,PROD-0169,3,202.66,124.51,0.0,607.98,234.45
ITEM-0024015,ORD-012531,PROD-0176,2,256.96,129.73,0.0,513.92,254.46
ITEM-0024016,ORD-012532,PROD-0027,2,90.01,57.62,0.0,180.02,64.78
ITEM-0024017,ORD-012532,PROD-0117,3,35.26,15.49,0.0,105.78,59.31
ITEM-0024018,ORD-012532,PROD-0080,3,29.16,12.66,0.0,87.48,49.5
ITEM-0024019,ORD-012532,PROD-0170,1,406.1,148.77,0.0,406.1,257.33
ITEM-0024020,ORD-012532,PROD-0142,1,91.44,61.76,0.0,91.44,29.68
ITEM-0024021,ORD-012533,PROD-0105,3,11.07,4.03,0.55,31.56,19.47
ITEM-0024022,ORD-012534,PROD-0054,3,673.51,351.72,0.0,2020.53,965.37
ITEM-0024023,ORD-012535,PROD-0133,1,207.44,103.69,0.0,207.44,103.75
ITEM-0024024,ORD-012535,PROD-0113,1,74.56,31.26,0.0,74.56,43.3
ITEM-0024025,ORD-012536,PROD-0135,2,161.12,63.01,0.0,322.24,196.22
ITEM-0024026,ORD-012536,PROD-0087,3,317.87,206.94,0.0,953.61,332.79
ITEM-0024027,ORD-012537,PROD-0049,2,68.26,47.02,0.0,136.52,42.48
ITEM-0024028,ORD-012537,PROD-0154,1,38.97,24.91,0.0,38.97,14.06
ITEM-0024029,ORD-012538,PROD-0139,3,157.34,77.59,0.0,472.02,239.25
ITEM-0024030,ORD-012539,PROD-0161,2,272.47,114.77,0.0,544.94,315.4
ITEM-0024031,ORD-012540,PROD-0012,2,2351.29,854.43,470.26,3762.06,2053.2
ITEM-0024032,ORD-012541,PROD-0102,3,58.26,24.11,8.74,148.56,76.23
ITEM-0024033,ORD-012541,PROD-0119,1,12.67,5.51,1.9,10.77,5.26
ITEM-0024034,ORD-012541,PROD-0147,3,130.44,86.16,19.57,332.61,74.13
ITEM-0024035,ORD-012542,PROD-0035,1,108.28,51.27,0.0,108.28,57.01
ITEM-0024036,ORD-012542,PROD-0065,3,989.99,433.0,0.0,2969.97,1670.97
ITEM-0024037,ORD-012543,PROD-0193,1,120.92,44.83,6.05,114.87,70.04
ITEM-0024038,ORD-012544,PROD-0139,3,157.34,77.59,7.87,448.41,215.64
ITEM-0024039,ORD-012544,PROD-0030,3,258.42,97.81,12.92,736.5,443.07
ITEM-0024040,ORD-012545,PROD-0156,2,125.96,69.98,6.3,239.32,99.36
ITEM-0024041,ORD-012545,PROD-0108,2,61.92,26.64,3.1,117.64,64.36
ITEM-0024042,ORD-012546,PROD-0106,2,51.35,26.03,2.57,97.56,45.5
ITEM-0024043,ORD-012547,PROD-0137,3,166.68,109.1,0.0,500.04,172.74
ITEM-0024044,ORD-012547,PROD-0079,3,177.26,73.51,0.0,531.78,311.25
ITEM-0024045,ORD-012547,PROD-0184,1,446.69,209.89,0.0,446.69,236.8
ITEM-0024046,ORD-012548,PROD-0040,1,87.09,32.87,0.0,87.09,54.22
ITEM-0024047,ORD-012549,PROD-0154,3,38.97,24.91,0.0,116.91,42.18
ITEM-0024048,ORD-012549,PROD-0038,3,78.94,29.22,0.0,236.82,149.16
ITEM-0024049,ORD-012549,PROD-0062,3,743.37,422.1,0.0,2230.11,963.81
ITEM-0024050,ORD-012550,PROD-0145,3,117.19,76.02,0.0,351.57,123.51
ITEM-0024051,ORD-012550,PROD-0197,3,64.18,39.8,0.0,192.54,73.14
ITEM-0024052,ORD-012550,PROD-0020,3,281.0,192.03,0.0,843.0,266.91
ITEM-0024053,ORD-012551,PROD-0045,1,43.56,23.26,4.36,39.2,15.94
ITEM-0024054,ORD-012552,PROD-0044,2,157.86,79.55,0.0,315.72,156.62
ITEM-0024055,ORD-012552,PROD-0049,2,68.26,47.02,0.0,136.52,42.48
ITEM-0024056,ORD-012553,PROD-0085,2,566.01,307.0,0.0,1132.02,518.02
ITEM-0024057,ORD-012553,PROD-0104,1,24.34,12.08,0.0,24.34,12.26
ITEM-0024058,ORD-012553,PROD-0055,3,660.14,307.03,0.0,1980.42,1059.33
